Question,Answer
Is there any 'Appointment' with 'scheduled_date' being 'SCHEDULED_DATE-688'?,"import frappe
result = frappe.db.exists('Appointment', {'scheduled_date': 'SCHEDULED_DATE-688'})
if result:
    print(f'The record exists in Appointment where scheduled_date is SCHEDULED_DATE-688.')
else:
    print(f'No record found in Appointment with scheduled_date as SCHEDULED_DATE-688.')"
Somebody added 'Campaign' entry with 'end_date'='END_DATE-113'?,"import frappe
result = frappe.db.exists('Campaign', {'end_date': 'END_DATE-113'})
if result:
    print(f'The record exists in Campaign where end_date is END_DATE-113.')
else:
    print(f'No record found in Campaign with end_date as END_DATE-113.')"
Is there any 'Student' with 'course' being 'COURSE-620'?,"import frappe
result = frappe.db.exists('Student', {'course': 'COURSE-620'})
if result:
    print(f'The record exists in Student where course is COURSE-620.')
else:
    print(f'No record found in Student with course as COURSE-620.')"
Somebody added 'Item' entry with 'item_name'='ITEM_NAME-928'?,"import frappe
result = frappe.db.exists('Item', {'item_name': 'ITEM_NAME-928'})
if result:
    print(f'The record exists in Item where item_name is ITEM_NAME-928.')
else:
    print(f'No record found in Item with item_name as ITEM_NAME-928.')"
Is there any 'Event' with 'date' being 'DATE-862'?,"import frappe
result = frappe.db.exists('Event', {'date': 'DATE-862'})
if result:
    print(f'The record exists in Event where date is DATE-862.')
else:
    print(f'No record found in Event with date as DATE-862.')"
We got any 'Item' entry having 'price' as 'PRICE-681'?,"import frappe
result = frappe.db.exists('Item', {'price': 'PRICE-681'})
if result:
    print(f'The record exists in Item where price is PRICE-681.')
else:
    print(f'No record found in Item with price as PRICE-681.')"
We got any 'Journal Entry' entry having 'debit' as 'DEBIT-185'?,"import frappe
result = frappe.db.exists('Journal Entry', {'debit': 'DEBIT-185'})
if result:
    print(f'The record exists in Journal Entry where debit is DEBIT-185.')
else:
    print(f'No record found in Journal Entry with debit as DEBIT-185.')"
Has someone made a 'Purchase Invoice' entry using 'invoice_date' as 'INVOICE_DATE-588'?,"import frappe
result = frappe.db.exists('Purchase Invoice', {'invoice_date': 'INVOICE_DATE-588'})
if result:
    print(f'The record exists in Purchase Invoice where invoice_date is INVOICE_DATE-588.')
else:
    print(f'No record found in Purchase Invoice with invoice_date as INVOICE_DATE-588.')"
Does a record exist in 'Event' where 'organizer' is 'ORGANIZER-297'?,"import frappe
result = frappe.db.exists('Event', {'organizer': 'ORGANIZER-297'})
if result:
    print(f'The record exists in Event where organizer is ORGANIZER-297.')
else:
    print(f'No record found in Event with organizer as ORGANIZER-297.')"
Would there be a 'Patient' where 'allergies' equals 'ALLERGIES-477'?,"import frappe
result = frappe.db.exists('Patient', {'allergies': 'ALLERGIES-477'})
if result:
    print(f'The record exists in Patient where allergies is ALLERGIES-477.')
else:
    print(f'No record found in Patient with allergies as ALLERGIES-477.')"
There any 'Payroll Entry' record where 'payroll_entry_name' matches 'PAYROLL_ENTRY_NAME-322'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'payroll_entry_name': 'PAYROLL_ENTRY_NAME-322'})
if result:
    print(f'The record exists in Payroll Entry where payroll_entry_name is PAYROLL_ENTRY_NAME-322.')
else:
    print(f'No record found in Payroll Entry with payroll_entry_name as PAYROLL_ENTRY_NAME-322.')"
Is there any 'Task' with 'due_date' being 'DUE_DATE-935'?,"import frappe
result = frappe.db.exists('Task', {'due_date': 'DUE_DATE-935'})
if result:
    print(f'The record exists in Task where due_date is DUE_DATE-935.')
else:
    print(f'No record found in Task with due_date as DUE_DATE-935.')"
Is there any 'Audit Report' with 'recommendations' being 'RECOMMENDATIONS-155'?,"import frappe
result = frappe.db.exists('Audit Report', {'recommendations': 'RECOMMENDATIONS-155'})
if result:
    print(f'The record exists in Audit Report where recommendations is RECOMMENDATIONS-155.')
else:
    print(f'No record found in Audit Report with recommendations as RECOMMENDATIONS-155.')"
Somebody added 'Customer' entry with 'territory'='TERRITORY-406'?,"import frappe
result = frappe.db.exists('Customer', {'territory': 'TERRITORY-406'})
if result:
    print(f'The record exists in Customer where territory is TERRITORY-406.')
else:
    print(f'No record found in Customer with territory as TERRITORY-406.')"
Somebody added 'Permit Application' entry with 'applicant'='APPLICANT-721'?,"import frappe
result = frappe.db.exists('Permit Application', {'applicant': 'APPLICANT-721'})
if result:
    print(f'The record exists in Permit Application where applicant is APPLICANT-721.')
else:
    print(f'No record found in Permit Application with applicant as APPLICANT-721.')"
There 'Salary Slip' exist with 'deductions'='DEDUCTIONS-303'?,"import frappe
result = frappe.db.exists('Salary Slip', {'deductions': 'DEDUCTIONS-303'})
if result:
    print(f'The record exists in Salary Slip where deductions is DEDUCTIONS-303.')
else:
    print(f'No record found in Salary Slip with deductions as DEDUCTIONS-303.')"
There 'Timesheet' exist with 'employee'='EMPLOYEE-135'?,"import frappe
result = frappe.db.exists('Timesheet', {'employee': 'EMPLOYEE-135'})
if result:
    print(f'The record exists in Timesheet where employee is EMPLOYEE-135.')
else:
    print(f'No record found in Timesheet with employee as EMPLOYEE-135.')"
There any 'Instructor' record where 'email' matches 'EMAIL-524'?,"import frappe
result = frappe.db.exists('Instructor', {'email': 'EMAIL-524'})
if result:
    print(f'The record exists in Instructor where email is EMAIL-524.')
else:
    print(f'No record found in Instructor with email as EMAIL-524.')"
There 'Leave Application' exist with 'reason'='REASON-726'?,"import frappe
result = frappe.db.exists('Leave Application', {'reason': 'REASON-726'})
if result:
    print(f'The record exists in Leave Application where reason is REASON-726.')
else:
    print(f'No record found in Leave Application with reason as REASON-726.')"
There any 'Instructor' record where 'instructor_name' matches 'INSTRUCTOR_NAME-270'?,"import frappe
result = frappe.db.exists('Instructor', {'instructor_name': 'INSTRUCTOR_NAME-270'})
if result:
    print(f'The record exists in Instructor where instructor_name is INSTRUCTOR_NAME-270.')
else:
    print(f'No record found in Instructor with instructor_name as INSTRUCTOR_NAME-270.')"
Somebody added 'Payment Entry' entry with 'party'='PARTY-112'?,"import frappe
result = frappe.db.exists('Payment Entry', {'party': 'PARTY-112'})
if result:
    print(f'The record exists in Payment Entry where party is PARTY-112.')
else:
    print(f'No record found in Payment Entry with party as PARTY-112.')"
We got any 'Student' entry having 'student_name' as 'STUDENT_NAME-604'?,"import frappe
result = frappe.db.exists('Student', {'student_name': 'STUDENT_NAME-604'})
if result:
    print(f'The record exists in Student where student_name is STUDENT_NAME-604.')
else:
    print(f'No record found in Student with student_name as STUDENT_NAME-604.')"
Is there any 'Milestone' with 'target_date' being 'TARGET_DATE-240'?,"import frappe
result = frappe.db.exists('Milestone', {'target_date': 'TARGET_DATE-240'})
if result:
    print(f'The record exists in Milestone where target_date is TARGET_DATE-240.')
else:
    print(f'No record found in Milestone with target_date as TARGET_DATE-240.')"
Check if 'Shipment' contains an entry with 'destination'='DESTINATION-805'.,"import frappe
result = frappe.db.exists('Shipment', {'destination': 'DESTINATION-805'})
if result:
    print(f'The record exists in Shipment where destination is DESTINATION-805.')
else:
    print(f'No record found in Shipment with destination as DESTINATION-805.')"
There any 'Shipment' record where 'destination' matches 'DESTINATION-134'?,"import frappe
result = frappe.db.exists('Shipment', {'destination': 'DESTINATION-134'})
if result:
    print(f'The record exists in Shipment where destination is DESTINATION-134.')
else:
    print(f'No record found in Shipment with destination as DESTINATION-134.')"
There any 'Meeting' record where 'meeting_id' matches 'MEETING_ID-980'?,"import frappe
result = frappe.db.exists('Meeting', {'meeting_id': 'MEETING_ID-980'})
if result:
    print(f'The record exists in Meeting where meeting_id is MEETING_ID-980.')
else:
    print(f'No record found in Meeting with meeting_id as MEETING_ID-980.')"
Find me if 'Shipment' has 'status'='STATUS-487' entry.,"import frappe
result = frappe.db.exists('Shipment', {'status': 'STATUS-487'})
if result:
    print(f'The record exists in Shipment where status is STATUS-487.')
else:
    print(f'No record found in Shipment with status as STATUS-487.')"
Somebody added 'Event' entry with 'participants'='PARTICIPANTS-256'?,"import frappe
result = frappe.db.exists('Event', {'participants': 'PARTICIPANTS-256'})
if result:
    print(f'The record exists in Event where participants is PARTICIPANTS-256.')
else:
    print(f'No record found in Event with participants as PARTICIPANTS-256.')"
Is there any 'Lab Test' with 'result' being 'RESULT-295'?,"import frappe
result = frappe.db.exists('Lab Test', {'result': 'RESULT-295'})
if result:
    print(f'The record exists in Lab Test where result is RESULT-295.')
else:
    print(f'No record found in Lab Test with result as RESULT-295.')"
Has someone made a 'Opportunity' entry using 'closing_date' as 'CLOSING_DATE-449'?,"import frappe
result = frappe.db.exists('Opportunity', {'closing_date': 'CLOSING_DATE-449'})
if result:
    print(f'The record exists in Opportunity where closing_date is CLOSING_DATE-449.')
else:
    print(f'No record found in Opportunity with closing_date as CLOSING_DATE-449.')"
Is there any 'Timesheet' with 'status' being 'STATUS-104'?,"import frappe
result = frappe.db.exists('Timesheet', {'status': 'STATUS-104'})
if result:
    print(f'The record exists in Timesheet where status is STATUS-104.')
else:
    print(f'No record found in Timesheet with status as STATUS-104.')"
We got any 'BOM' entry having 'total_cost' as 'TOTAL_COST-820'?,"import frappe
result = frappe.db.exists('BOM', {'total_cost': 'TOTAL_COST-820'})
if result:
    print(f'The record exists in BOM where total_cost is TOTAL_COST-820.')
else:
    print(f'No record found in BOM with total_cost as TOTAL_COST-820.')"
Has someone made a 'Appointment' entry using 'status' as 'STATUS-592'?,"import frappe
result = frappe.db.exists('Appointment', {'status': 'STATUS-592'})
if result:
    print(f'The record exists in Appointment where status is STATUS-592.')
else:
    print(f'No record found in Appointment with status as STATUS-592.')"
There any 'Warranty Claim' record where 'claim_id' matches 'CLAIM_ID-675'?,"import frappe
result = frappe.db.exists('Warranty Claim', {'claim_id': 'CLAIM_ID-675'})
if result:
    print(f'The record exists in Warranty Claim where claim_id is CLAIM_ID-675.')
else:
    print(f'No record found in Warranty Claim with claim_id as CLAIM_ID-675.')"
Has someone made a 'Student' entry using 'student_name' as 'STUDENT_NAME-971'?,"import frappe
result = frappe.db.exists('Student', {'student_name': 'STUDENT_NAME-971'})
if result:
    print(f'The record exists in Student where student_name is STUDENT_NAME-971.')
else:
    print(f'No record found in Student with student_name as STUDENT_NAME-971.')"
We got any 'Warehouse' entry having 'location' as 'LOCATION-367'?,"import frappe
result = frappe.db.exists('Warehouse', {'location': 'LOCATION-367'})
if result:
    print(f'The record exists in Warehouse where location is LOCATION-367.')
else:
    print(f'No record found in Warehouse with location as LOCATION-367.')"
Somebody added 'Journal Entry' entry with 'remarks'='REMARKS-539'?,"import frappe
result = frappe.db.exists('Journal Entry', {'remarks': 'REMARKS-539'})
if result:
    print(f'The record exists in Journal Entry where remarks is REMARKS-539.')
else:
    print(f'No record found in Journal Entry with remarks as REMARKS-539.')"
Does a record exist in 'Quotation' where 'quotation_id' is 'QUOTATION_ID-422'?,"import frappe
result = frappe.db.exists('Quotation', {'quotation_id': 'QUOTATION_ID-422'})
if result:
    print(f'The record exists in Quotation where quotation_id is QUOTATION_ID-422.')
else:
    print(f'No record found in Quotation with quotation_id as QUOTATION_ID-422.')"
We got any 'Milestone' entry having 'status' as 'STATUS-511'?,"import frappe
result = frappe.db.exists('Milestone', {'status': 'STATUS-511'})
if result:
    print(f'The record exists in Milestone where status is STATUS-511.')
else:
    print(f'No record found in Milestone with status as STATUS-511.')"
Find me if 'Batch' has 'manufacture_date'='MANUFACTURE_DATE-749' entry.,"import frappe
result = frappe.db.exists('Batch', {'manufacture_date': 'MANUFACTURE_DATE-749'})
if result:
    print(f'The record exists in Batch where manufacture_date is MANUFACTURE_DATE-749.')
else:
    print(f'No record found in Batch with manufacture_date as MANUFACTURE_DATE-749.')"
There any 'Vital Signs' record where 'temperature' matches 'TEMPERATURE-644'?,"import frappe
result = frappe.db.exists('Vital Signs', {'temperature': 'TEMPERATURE-644'})
if result:
    print(f'The record exists in Vital Signs where temperature is TEMPERATURE-644.')
else:
    print(f'No record found in Vital Signs with temperature as TEMPERATURE-644.')"
We got any 'Payroll Entry' entry having 'total_salary' as 'TOTAL_SALARY-530'?,"import frappe
result = frappe.db.exists('Payroll Entry', {'total_salary': 'TOTAL_SALARY-530'})
if result:
    print(f'The record exists in Payroll Entry where total_salary is TOTAL_SALARY-530.')
else:
    print(f'No record found in Payroll Entry with total_salary as TOTAL_SALARY-530.')"
