Corrected Customer Question,Corrected Frappe Query
Get  the Employee whose email ends with '@company.com'.,"frappe.get_doc(""Employee"", {""email"": [""like"", ""%@company.com""]})"
Show me the last created Job Opening.,"frappe.get_doc(""Job Opening"", order_by=""creation desc"", limit=1)"
I wanted the most recent Note added by UserX.,"frappe.get_doc(""Note"", {""owner"": ""UserX""}, order_by=""creation desc"", limit=1)"
Which is  the active Supplier from India who has more than 5 transactions.,"frappe.get_doc(""Supplier"", {""country"": ""India"", ""transaction_count"": ["">"", 5], ""status"": ""Active""})"
"Which  Employee from the IT department with a salary greater than 80,000.","frappe.get_doc(""Employee"", {""department"": ""IT"", ""salary"": ["">"", 80000]})"
Get the Purchase Order created in the last 30 days.,"frappe.get_doc(""Purchase Order"", {""creation"": ["">="", ""2025-01-29""]})"
"Can you fetch the Employee record who joined after January 1, 2023.","frappe.get_doc(""Employee"", {""date_of_joining"": ["">"", ""2023-01-01""]})"
Retrieve the Customer who has placed more than 50 orders.,"frappe.get_doc(""Customer"", {""order_count"": ["">"", 50]})"
Find the Item where stock quantity is less than 10.,"frappe.get_doc(""Item"", {""stock_quantity"": [""<"", 10]})"
Fetch the Sales Order where the customer name contains 'Global'.,"frappe.get_doc(""Sales Order"", {""customer"": [""like"", ""%Global%""]})"
Find the Supplier whose company name starts with 'Tech'.,"frappe.get_doc(""Supplier"", {""company_name"": [""like"", ""Tech%""]})"
Get the Employee linked to Department IT and who has Manager role.,"frappe.get_doc(""Employee"", {""department"": ""IT"", ""role"": ""Manager""})"
Retrieve the User account associated with Employee ID EMP-4567.,"frappe.get_doc(""User"", {""employee"": ""EMP-4567""})"
Fetch the latest active Contract for Client ABC Ltd.,"frappe.get_doc(""Contract"", {""client"": ""ABC Ltd."", ""status"": ""Active""}, order_by=""creation desc"", limit=1)"
Can you find the most recent issue assigned to UserX with high priority?,"frappe.get_doc(""Issue"", {""assigned_to"": ""UserX"", ""priority"": ""High""}, order_by=""creation desc"", limit=1)"
Could you retrieve the leave application that's currently pending approval?,"frappe.get_doc(""Leave Application"", {""status"": ""Pending""})"
I'd like to fetch the most recently completed task for Project Omega.,"frappe.get_doc(""Task"", {""project"": ""Omega"", ""status"": ""Completed""}, order_by=""completion_date desc"", limit=1)"
Can you get me the shipment details for Order OR-1001 and Warehouse WH-20?,"frappe.get_doc(""Shipment"", {""order_id"": ""OR-1001"", ""warehouse"": ""WH-20""})"
I need to find the payment entry for Invoice INV-789 and Customer XYZ Corp.,"frappe.get_doc(""Payment Entry"", {""invoice_id"": ""INV-789"", ""customer"": ""XYZ Corp.""})"
I wanted to check the latest Financial Compliance Report for Q1 2025.,"frappe.get_doc(""Financial Compliance Report"", {""quarter"": ""Q1 2025""}, order_by=""creation desc"", limit=1)"
Can you find the global defaults configuration related to taxation?,"frappe.get_doc(""Global Defaults"", {""category"": ""Taxation""})"
Fetch the User Log Details for user admin@example.com.,"frappe.get_doc(""User Log Details"", {""email"": ""admin@example.com""})"
Show me the Vendor profile with GST number GSTIN12345.,"frappe.get_doc(""Vendor"", {""gst_number"": ""GSTIN12345""})"
Could you retrieve the blueprint document associated with Project Phoenix?,"frappe.get_doc(""Blueprint Document"", {""project"": ""Phoenix""})"
I need the latest delivery note item for Order OR-3021. Can you find it?,"frappe.get_doc(""Delivery Note Item"", {""order_id"": ""OR-3021""}, order_by=""creation desc"", limit=1)"
Find the Client record where company name is ABC Enterprises.,"frappe.get_doc(""Client"", {""company_name"": ""ABC Enterprises""})"
Retrieve the Quality Inspection report for batch ID BATCH-105.,"frappe.get_doc(""Quality Inspection"", {""batch_id"": ""BATCH-105""})"
Can you fetch the error log entry where the error message contains 'Timeout'?,"frappe.get_doc(""Error Log"", {""error_message"": [""like"", ""%Timeout%""]})"
Find the Healthcare Practitioner with specialization in Cardiology.,"frappe.get_doc(""Healthcare Practitioner"", {""specialization"": ""Cardiology""})"
Retrieve the latest Regulatory Compliance Review for the finance sector.,"frappe.get_doc(""Regulatory Compliance Review"", {""sector"": ""Finance""}, order_by=""creation desc"", limit=1)"
Could you fetch the most recent Stock Ledger Entry for Warehouse WH-202?,"frappe.get_doc(""Stock Ledger Entry"", {""warehouse"": ""WH-202""}, order_by=""creation desc"", limit=1)"
I'm looking for a Training Program on 'Cybersecurity Awareness.'?,"frappe.get_doc(""Training Program"", {""topic"": ""Cybersecurity Awareness""})"
I need to check the investment portfolio for Client ID CL-9087. Can you fetch it for me?,"frappe.get_doc(""Investment Portfolio"", {""client_id"": ""CL-9087""})"
Can you get me the latest Clinical Trial Report for drug DRG-567?,"frappe.get_doc(""Clinical Trial Report"", {""drug_id"": ""DRG-567""}, order_by=""creation desc"", limit=1)"
"Hey, I need some info. Can you get me license_key, product, user_count, issued_to from Software License where expiry_date is 2025-06-15??","frappe.db.get_list('Software License', filters={'expiry_date': '2025-06-15'}, fields=['license_key', 'product', 'user_count', 'issued_to'])"
Retrieve status from Opportunity where status=Active.,"frappe.db.get_list('Opportunity', filters={'status': 'Active'}, fields=['status'])"
Can you fetch resolution_time from Support Ticket based on subject is Issue with login?,"frappe.db.get_list('Support Ticket', filters={'subject': 'Issue with login'}, fields=['resolution_time'])"
"Can you fetch job_card_id, operation, completed_qty, status from Job Card based on workstation is Assembly Line 1?","frappe.db.get_list('Job Card', filters={'workstation': 'Assembly Line 1'}, fields=['job_card_id', 'operation', 'completed_qty', 'status'])"
Can you fetch invoice_date from Purchase Invoice based on supplier is Staples?,"frappe.db.get_list('Purchase Invoice', filters={'supplier': 'Staples'}, fields=['invoice_date'])"
"Hey, I need some info. Can you get me meeting_id from Meeting where date is Vertex Innovations, 2025?","frappe.db.get_list('Meeting', filters={'date': 'Vertex Innovations'}, fields=['meeting_id'])"
"Hey, I need some info. Can you get me invoice_date, customer, invoice_number from Sales Invoice where invoice_date is 2026-08-10?","frappe.db.get_list('Sales Invoice', filters={'invoice_date': '2026-08-10'}, fields=['invoice_date', 'customer', 'invoice_number'])"
"Hey, I need some info. Can you get me sample_collected, result, patient from Lab Test where test_name is X-Ray?","frappe.db.get_list('Lab Test', filters={'test_name': 'X-Ray'}, fields=['sample_collected', 'result', 'patient'])"
"Hey, I need some info. Can you get me gender, employee_name, department, designation from Employee where gender is Other?","frappe.db.get_list('Employee', filters={'gender': 'Other'}, fields=['gender', 'employee_name', 'department', 'designation'])"
"Retrieve total_salary, status, payroll_entry_name from Payroll Entry where posting_date=2026-04-30.","frappe.db.get_list('Payroll Entry', filters={'posting_date': '2026-04-30'}, fields=['total_salary', 'status', 'payroll_entry_name'])"
"Hey, I need some info. Can you get me account from Journal Entry where debit is 750.25?","frappe.db.get_list('Journal Entry', filters={'debit': '750.25'}, fields=['account'])"
"Retrieve vehicle_id, model, last_service_date, year from Fleet Management where vehicle_id=VH-9821.","frappe.db.get_list('Fleet Management', filters={'vehicle_id': 'VH-9821'}, fields=['vehicle_id', 'model', 'last_service_date', 'year'])"
Can you fetch posting_date from Stock Ledger Entry based on voucher_no is VCH-9447?,"frappe.db.get_list('Stock Ledger Entry', filters={'voucher_no': 'VCH-9447'}, fields=['posting_date'])"
Retrieve billing_cycle from Subscription where customer=Vertex Innovations.,"frappe.db.get_list('Subscription', filters={'customer': 'Quantum Solutions'}, fields=['billing_cycle'])"
Can you fetch temperature from Vital Signs based on pulse is 72?,"frappe.db.get_list('Vital Signs', filters={'pulse': '72'}, fields=['temperature'])"
"Hey, I need some info. Can you get me company, account_type, parent_account from Chart of Accounts where account_name is Vertex Innovations?","frappe.db.get_list('Chart of Accounts', filters={'account_name': 'Vertex Innovations'}, fields=['company', 'account_type', 'parent_account'])"
"Can you fetch purchase_date, status, warehouse from Serial No based on serial_no is SN-45678?","frappe.db.get_list('Serial No', filters={'serial_no': 'SN-87234'}, fields=['purchase_date', 'status', 'warehouse'])"
"Hey, I need some info. Can you get me participants, date, venue, event_name from Event where organizer is Michael Stevens?","frappe.db.get_list('Event', filters={'organizer': 'Michael Stevens'}, fields=['participants', 'date', 'venue', 'event_name'])"
"Retrieve number_of_positions, status, hiring_manager from Job Opening where hiring_manager=Acme Corp.","frappe.db.get_list('Job Opening', filters={'hiring_manager': 'Acme Corp'}, fields=['number_of_positions', 'status', 'hiring_manager'])"
"Retrieve order_id, status, production_item from Work Order where quantity=AI-Powered CRM.","frappe.db.get_list('Work Order', filters={'quantity': '150'}, fields=['order_id', 'status', 'production_item'])"
"Hey, I need some info. Can you get me price, item_name, item_code from Item where description is Scalable HR management tool.?","frappe.db.get_list('Item', filters={'description': 'Scalable HR management tool.'}, fields=['price', 'item_name', 'item_code'])"
"Can you fetch leave_type, to_date from Leave Application based on from_date is Acme Corp?","frappe.db.get_list('Leave Application', filters={'from_date': 'Acme Corp'}, fields=['leave_type', 'to_date'])"
Can you fetch medical_history from Patient based on patient_name is Jane Smith?,"frappe.db.get_list('Patient', filters={'patient_name': 'Jane Smith'}, fields=['medical_history'])"
"Can you fetch milestone_name, status, target_date, project from Milestone based on milestone_name is Jane Smith?","frappe.db.get_list('Milestone', filters={'milestone_name': 'Jane Smith'}, fields=['milestone_name', 'status', 'target_date', 'project'])"
Retrieve status from Purchase Invoice where invoice_date=2023-12-01.,"frappe.db.get_list('Purchase Invoice', filters={'invoice_date': '2023-12-01'}, fields=['status'])"
"Hey, I need some info. Can you get me description from Item where description is Cloud storage with data security.?","frappe.db.get_list('Item', filters={'description': 'Cloud storage with data security.'}, fields=['description'])"
"Can you fetch item_code, description, item_group, item_name from Item based on item_name is Wireless Headphones?","frappe.db.get_list('Item', filters={'item_name': 'Wireless Headphones'}, fields=['item_code', 'description', 'item_group', 'item_name'])"
"Hey, I need some info. Can you get me serial_no from Serial No where warehouse is West Warehouse?","frappe.db.get_list('Serial No', filters={'warehouse': 'West Warehouse'}, fields=['serial_no'])"
"Can you fetch account, credit, posting_date from Journal Entry based on credit is 1125.80?","frappe.db.get_list('Journal Entry', filters={'credit': '187.25'}, fields=['account', 'credit', 'posting_date'])"
"Retrieve amount, status from Opportunity where opportunity_name=AI Integration.","frappe.db.get_list('Opportunity', filters={'opportunity_name': 'AI Integration'}, fields=['amount', 'status'])"
Can you fetch customer from Sales Order based on status is Pending?,"frappe.db.get_list('Sales Order', filters={'status': 'Pending'}, fields=['customer'])"
"Can you fetch vehicle_id, model, year from Fleet Management based on vehicle_id is VH-9821?","frappe.db.get_list('Fleet Management', filters={'vehicle_id': 'VH-9821'}, fields=['vehicle_id', 'model', 'year'])"
"Retrieve terms_and_conditions, items, grand_total, customer from Quotation where terms_and_conditions=Warranty valid for 1 year..","frappe.db.get_list('Quotation', filters={'terms_and_conditions': 'Warranty valid for 1 year.'}, fields=['terms_and_conditions', 'items', 'grand_total', 'customer'])"
"Hey, I need some info. Can you get me temperature from Vital Signs where respiration_rate is 16?","frappe.db.get_list('Vital Signs', filters={'respiration_rate': '16'}, fields=['temperature'])"
"Hey, I need some info. Can you get me completed_qty, operation from Job Card where operation is Quantum Solutions?","frappe.db.get_list('Job Card', filters={'operation': 'Quantum Solutions'}, fields=['completed_qty', 'operation'])"
Retrieve position_applied from Job Applicant where phone=BlueSky Technologies.,"frappe.db.get_list('Job Applicant', filters={'phone': 'BlueSky Technologies'}, fields=['position_applied'])"
Retrieve to_warehouse from Stock Entry where from_warehouse=Central Depot.,"frappe.db.get_list('Stock Entry', filters={'from_warehouse': 'Central Depot'}, fields=['to_warehouse'])"
Can you fetch participants from Event based on organizer is Olivia Lewis?,"frappe.db.get_list('Event', filters={'organizer': 'Olivia Lewis'}, fields=['participants'])"
"Can you fetch time, location, meeting_id from Meeting based on meeting_id is Vertex Innovations?","frappe.db.get_list('Meeting', filters={'meeting_id': 'Vertex Innovations'}, fields=['time', 'location', 'meeting_id'])"
Retrieve is_active from BOM where quantity=150.,"frappe.db.get_list('BOM', filters={'quantity': '150'}, fields=['is_active'])"
"Can you fetch plan, status, subscription_id from Subscription based on billing_cycle is Active?","frappe.db.get_list('Subscription', filters={'billing_cycle': 'Active'}, fields=['plan', 'status', 'subscription_id'])"
"Can you fetch end_date, status, budget from Project based on start_date is Inactive?","frappe.db.get_list('Project', filters={'start_date': 'Completed'}, fields=['end_date', 'status', 'budget'])"
"Retrieve status, job_title, department from Job Opening where department=Jane Smith.","frappe.db.get_list('Job Opening', filters={'department': 'Jane Smith'}, fields=['status', 'job_title', 'department'])"
"Retrieve assigned_to, status, project, task_name from Task where status=Active.","frappe.db.get_list('Task', filters={'status': 'Active'}, fields=['assigned_to', 'status', 'project', 'task_name'])"
