Corrected Customer Question,Corrected Frappe Query
"Provide Lead records in which status marked as Paid and customer_name marked as greater than 5000, containing quantity, pricing_rule_type, and customer_name, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""customer_name"": ["">"", 5000]}, fields=[""quantity"", ""pricing_rule_type"", ""customer_name""], order_by=""creation desc"")"
"Can you show me Item records in which status marked as Paid and payment_status marked as greater than 5000, along with stock_uom, supplier_name, and payment_status, ordered by creation in descending order.","frappe.get_all(""Item"", filters={""status"": ""Paid"", ""payment_status"": ["">"", 5000]}, fields=[""stock_uom"", ""supplier_name"", ""payment_status""], order_by=""creation desc"")"
"Pull up Leave Application records that have status marked as Approved, capacity marked as greater than 5000, and location marked as San Francmarked asco, accompanied by name, capacity, and location, ordered by capacity in descending order, with a page length of 20.","frappe.get_all(""Leave Application"", filters={""status"": ""Approved"", ""capacity"": ["">"", 5000], ""location"": ""San Francisco""}, fields=[""name"", ""capacity"", ""location""], order_by=""capacity desc"", limit=20)"
"Fetch Loan records that have the status marked as Active, accompanied by company and stock_uom.","frappe.get_all(""Loan"", filters={""status"": ""Active""}, fields=[""company"", ""stock_uom""])"
"Find Quality Inspection records that have status marked as Paid and supplier_name marked as greater than 5000, accompanied by pricing_rule_type, inspection_result, and supplier_name, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""supplier_name"": ["">"", 5000]}, fields=[""pricing_rule_type"", ""inspection_result"", ""supplier_name""], order_by=""creation desc"")"
"Give me an overview of Sales Invoice records with status marked as Paid and employee_name marked as greater than 5000, with details of task_status, leave_type, and employee_name, ordered by creation in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""employee_name"": ["">"", 5000]}, fields=[""task_status"", ""leave_type"", ""employee_name""], order_by=""creation desc"")"
"List Warehouse records that have the status marked as Paid, department marked as HR, and date_of_joining marked as after 2022-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""department"": ""HR"", ""date_of_joining"": ["">"", ""2022-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
"Help me find Quality Inspection records which include status having Active, containing name and supplier_name.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Active""}, fields=[""name"", ""supplier_name""])"
Fetch all Pricing Rule entries with details.,"frappe.get_all(""Pricing Rule"")"
"Look up Employee records which include status being Approved, department being Sales, and date_of_joining being after 2024-01-01, containing name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Approved"", ""department"": ""Sales"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
Look up records related to all User documents.,"frappe.get_all(""User"")"
"Give me Subscription records which include status having Paid and task_status having greater than 5000, containing employee_name, pricing_rule_type, and task_status, ordered by creation in descending order.","frappe.get_all(""Subscription"", filters={""status"": ""Paid"", ""task_status"": ["">"", 5000]}, fields=[""employee_name"", ""pricing_rule_type"", ""task_status""], order_by=""creation desc"")"
"Provide Warehouse records that have status with status Paid and currency with status greater than 5000, accompanied by status, supplier_name, and currency, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""currency"": ["">"", 5000]}, fields=[""status"", ""supplier_name"", ""currency""], order_by=""creation desc"")"
"I need to see Sales Invoice records with department with status Sales, status with status Completed, from_date with status on or after 2023-01-01, and to_date with status on or before 2024-06-30, with details of employee_name, leave_type, and status, ordered by from_date in ascending order.","frappe.get_all(""Sales Invoice"", filters={""department"": ""Sales"", ""status"": ""Completed"", ""from_date"": ["">="", ""2023-01-01""], ""to_date"": [""<="", ""2024-06-30""]}, fields=[""employee_name"", ""leave_type"", ""status""], order_by=""from_date asc"")"
"Show me relevant data on Warehouse records that have the status marked as Active, including status and amount.","frappe.get_all(""Warehouse"", filters={""status"": ""Active""}, fields=[""status"", ""amount""])"
Uncover records of all Expense Claim documents.,"frappe.get_all(""Expense Claim"")"
Fetch records for the full List of Quality Inspection documents.,"frappe.get_all(""Quality Inspection"")"
"Bring up Quality Inspection records in which status being Paid and project_name being greater than 5000, with details of leave_type, customer_name, and project_name, ordered by creation in descending order.","frappe.get_all(""Quality Inspection"", filters={""status"": ""Paid"", ""project_name"": ["">"", 5000]}, fields=[""leave_type"", ""customer_name"", ""project_name""], order_by=""creation desc"")"
"Uncover records of Subscription records with status marked as Active, accompanied by inspection_result and project_name.","frappe.get_all(""Subscription"", filters={""status"": ""Active""}, fields=[""inspection_result"", ""project_name""])"
"Look up records related to Warehouse records in which status being Paid and grand_total being greater than 5000, with details of name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Warehouse"", filters={""status"": ""Paid"", ""grand_total"": ["">"", 5000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Provide Lead records with status marked as Paid and company marked as greater than 5000, with details of journal_entry_type, customer_name, and company, ordered by creation in descending order.","frappe.get_all(""Lead"", filters={""status"": ""Paid"", ""company"": ["">"", 5000]}, fields=[""journal_entry_type"", ""customer_name"", ""company""], order_by=""creation desc"")"
List every available Item document from the database.,"frappe.get_all(""Item"")"
"List Employee records in which status being Completed and grand_total being greater than 20000, along with name, customer, and grand_total, ordered by creation in descending order.","frappe.get_all(""Employee"", filters={""status"": ""Completed"", ""grand_total"": ["">"", 20000]}, fields=[""name"", ""customer"", ""grand_total""], order_by=""creation desc"")"
"Find Expense Claim records which include status having Paid and expense_amount having greater than 5000, containing name, order_date, and expense_amount, ordered by creation in descending order.","frappe.get_all(""Expense Claim"", filters={""status"": ""Paid"", ""expense_amount"": ["">"", 5000]}, fields=[""name"", ""order_date"", ""expense_amount""], order_by=""creation desc"")"
Look up records related to every available Loan document from the system.,"frappe.get_all(""Loan"")"
"Bring up Sales Invoice records which include status marked as Paid and quantity marked as greater than 5000, including expense_amount, leave_type, and quantity, ordered by creation in descending order.","frappe.get_all(""Sales Invoice"", filters={""status"": ""Paid"", ""quantity"": ["">"", 5000]}, fields=[""expense_amount"", ""leave_type"", ""quantity""], order_by=""creation desc"")"
Can you lwith status every single Timesheet record available?,"frappe.get_all(""Timesheet"")"
"Get me Role records whose status being Active, containing pricing_rule_type and payment_status.","frappe.get_all(""Role"", filters={""status"": ""Active""}, fields=[""pricing_rule_type"", ""payment_status""])"
"Provide Purchase Order records whose status marked as Active, along with supplier_name and status.","frappe.get_all(""Purchase Order"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""status""])"
Fetch records for Expense Claim records whose customer_name marked as value_395.,"frappe.get_all(""Expense Claim"", filters={""customer_name"": ""value_395""})"
"List Vehicle records that have status marked as Active, with details of supplier_name and stock_uom.","frappe.get_all(""Vehicle"", filters={""status"": ""Active""}, fields=[""supplier_name"", ""stock_uom""])"
"Pull up Leave Application records in which status being Completed, department being Finance, and date_of_joining being after 2024-01-01, along with name, email, and department, ordered by date_of_joining in descending order.","frappe.get_all(""Leave Application"", filters={""status"": ""Completed"", ""department"": ""Finance"", ""date_of_joining"": ["">"", ""2024-01-01""]}, fields=[""name"", ""email"", ""department""], order_by=""date_of_joining desc"")"
