Customer Question,Frappe Query
timesheet doc for employee 'test_value'?,"doc = frappe.get_doc(""Timesheet"", filters={""employee"": ""5000""})
print(doc)"
journal entry doc 'DOC-8888'?,"doc = frappe.get_doc(""Journal Entry"", ""DOC-8888"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
Fetch prescription where instructions is 'test_value'?,"doc = frappe.get_doc(""Prescription"", filters={""instructions"": ""Approved""})
print(doc)"
Can u pull contact doc for first_name 'sample_value'?,"doc = frappe.get_doc(""Contact"", filters={""first_name"": ""sample_value""})
print(doc)"
Retrieve the support ticket document where customer is 'unique_value'.,"doc = frappe.get_doc(""Support Ticket"", filters={""customer"": ""North""})
print(doc)"
shipment doc for status 'unique_value'?,"doc = frappe.get_doc(""Shipment"", filters={""status"": ""12345""})
print(doc)"
Can you fetch the course record where course_code is 'test_value' and created this year?,"doc = frappe.get_doc(""Course"", filters={""course_code"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job card where operation is 'new_unique_value'?,"doc = frappe.get_doc(""Job Card"", filters={""operation"": ""new_12345""})
print(doc)"
campaign doc start_date 'sample_value' this year?,"doc = frappe.get_doc(""Campaign"", filters={""start_date"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
purchase invoice doc for status 'test_value'?,"doc = frappe.get_doc(""Purchase Invoice"", filters={""status"": ""Electronics""})
print(doc)"
Get quotation where grand_total 'test_value' from this year?,"doc = frappe.get_doc(""Quotation"", filters={""grand_total"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need leave application for leave_type 'unique_value' this year?","doc = frappe.get_doc(""Leave Application"", filters={""leave_type"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Could you retrieve the campaign record with ID 'DOC-7777'?,"doc = frappe.get_doc(""Campaign"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Can you fetch the milestone record where milestone_name is 'sample_value' and created this year?,"doc = frappe.get_doc(""Milestone"", filters={""milestone_name"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch opportunity where status is 'unique_value'?,"doc = frappe.get_doc(""Opportunity"", filters={""status"": ""High""})
print(doc)"
meeting doc for agenda 'new_unique_value'?,"doc = frappe.get_doc(""Meeting"", filters={""agenda"": ""new_Retail""})
print(doc)"
"Hey, need batch for manufacture_date 'test_value' this year?","doc = frappe.get_doc(""Batch"", filters={""manufacture_date"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the sales invoice record where customer is 'sample_value' and created this year?,"doc = frappe.get_doc(""Sales Invoice"", filters={""customer"": ""sample_value"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get timesheet where total_hours 'test_value' from this year?,"doc = frappe.get_doc(""Timesheet"", filters={""total_hours"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
item doc price 'test_value' this year?,"doc = frappe.get_doc(""Item"", filters={""price"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
purchase invoice doc 'DOC-5678'?,"doc = frappe.get_doc(""Purchase Invoice"", ""DOC-5678"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
sales order doc for total 'latest_unique_value'?,"doc = frappe.get_doc(""Sales Order"", filters={""total"": ""latest_High""})
print(doc)"
Can you fetch the lead record where status is 'unique_value' and created this year?,"doc = frappe.get_doc(""Lead"", filters={""status"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull salary slip doc for net_pay 'new_unique_value'?,"doc = frappe.get_doc(""Salary Slip"", filters={""net_pay"": ""new_12345""})
print(doc)"
lead doc status 'test_value' this year?,"doc = frappe.get_doc(""Lead"", filters={""status"": ""5000"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch tax rule where rule_name is 'test_value'?,"doc = frappe.get_doc(""Tax Rule"", filters={""rule_name"": ""Approved""})
print(doc)"
"Hey, can you grab student doc 'DOC-8888'?","doc = frappe.get_doc(""Student"", ""DOC-8888"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
Fetch meeting where time is 'test_value'?,"doc = frappe.get_doc(""Meeting"", filters={""time"": ""Approved""})
print(doc)"
"Hey, need employee for department 'unique_value' this year?","doc = frappe.get_doc(""Employee"", filters={""department"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the subscription record where billing_cycle is 'test_value' and created this year?,"doc = frappe.get_doc(""Subscription"", filters={""billing_cycle"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
course doc for course_code 'test_value'?,"doc = frappe.get_doc(""Course"", filters={""course_code"": ""Premium""})
print(doc)"
Get patient where age 'unique_value' from this year?,"doc = frappe.get_doc(""Patient"", filters={""age"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch patient where allergies is 'latest_unique_value'?,"doc = frappe.get_doc(""Patient"", filters={""allergies"": ""latest_High""})
print(doc)"
Get prescription where doctor 'latest_unique_value' from this year?,"doc = frappe.get_doc(""Prescription"", filters={""doctor"": ""latest_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the quotation document where customer is 'new_unique_value'?,"doc = frappe.get_doc(""Quotation"", filters={""customer"": ""new_North""})
print(doc)"
"Hey, need subscription for customer 'new_unique_value' this year?","doc = frappe.get_doc(""Subscription"", filters={""customer"": ""new_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull timesheet doc for timesheet_id 'sample_value'?,"doc = frappe.get_doc(""Timesheet"", filters={""timesheet_id"": ""sample_value""})
print(doc)"
"Hey, need quotation for valid_till 'test_value' this year?","doc = frappe.get_doc(""Quotation"", filters={""valid_till"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
e-commerce order doc for items 'new_unique_value'?,"doc = frappe.get_doc(""E-commerce Order"", filters={""items"": ""new_Open""})
print(doc)"
warehouse doc for parent_warehouse 'test_value'?,"doc = frappe.get_doc(""Warehouse"", filters={""parent_warehouse"": ""Approved""})
print(doc)"
contact doc 'DOC-5678'?,"doc = frappe.get_doc(""Contact"", ""DOC-5678"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
payment entry doc mode_of_payment 'test_value' this year?,"doc = frappe.get_doc(""Payment Entry"", filters={""mode_of_payment"": ""Electronics"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch job opening where department is 'latest_unique_value'?,"doc = frappe.get_doc(""Job Opening"", filters={""department"": ""latest_Retail""})
print(doc)"
Get campaign where budget 'unique_value' from this year?,"doc = frappe.get_doc(""Campaign"", filters={""budget"": ""High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull job card doc for workstation 'latest_unique_value'?,"doc = frappe.get_doc(""Job Card"", filters={""workstation"": ""latest_Retail""})
print(doc)"
timesheet doc 'DOC-7777'?,"doc = frappe.get_doc(""Timesheet"", ""DOC-7777"", {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})
print(doc, {""payment_status"": ""Paid"", ""invoice_amount"": ("">"", 5000)})"
"Hey, can you grab audit report doc 'DOC-8888'?","doc = frappe.get_doc(""Audit Report"", ""DOC-8888"", {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})
print(doc, {""membership_type"": ""Premium"", ""subscription_status"": ""Active""})"
Can u pull e-commerce order doc for items 'test_value'?,"doc = frappe.get_doc(""E-commerce Order"", filters={""items"": ""5000""})
print(doc)"
Retrieve the appointment document where patient is 'sample_value'.,"doc = frappe.get_doc(""Appointment"", filters={""patient"": ""sample_value""})
print(doc)"
Can u pull software license doc for license_key 'latest_unique_value'?,"doc = frappe.get_doc(""Software License"", filters={""license_key"": ""latest_North""})
print(doc)"
work order doc status 'test_value' this year?,"doc = frappe.get_doc(""Work Order"", filters={""status"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
e-commerce order doc items 'test_value' this year?,"doc = frappe.get_doc(""E-commerce Order"", filters={""items"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get prescription where medicines 'test_value' from this year?,"doc = frappe.get_doc(""Prescription"", filters={""medicines"": ""Premium"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the leave application document where leave_balance is 'test_value'.,"doc = frappe.get_doc(""Leave Application"", filters={""leave_balance"": ""Premium""})
print(doc)"
Retrieve the journal entry document where credit is 'latest_unique_value'.,"doc = frappe.get_doc(""Journal Entry"", filters={""credit"": ""latest_Retail""})
print(doc)"
Get customer where customer_name 'unique_value' from this year?,"doc = frappe.get_doc(""Customer"", filters={""customer_name"": ""Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can you fetch the lead record where source is 'test_value' and created this year?,"doc = frappe.get_doc(""Lead"", filters={""source"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
leave application doc 'DOC-7777'?,"doc = frappe.get_doc(""Leave Application"", ""DOC-7777"", {""approval_status"": ""Approved"", ""category"": ""Electronics""})
print(doc, {""approval_status"": ""Approved"", ""category"": ""Electronics""})"
Fetch payroll entry where posting_date is 'sample_value'?,"doc = frappe.get_doc(""Payroll Entry"", filters={""posting_date"": ""sample_value""})
print(doc)"
Fetch stock entry where quantity is 'latest_unique_value'?,"doc = frappe.get_doc(""Stock Entry"", filters={""quantity"": ""latest_12345""})
print(doc)"
Get campaign where status 'final_unique_value' from this year?,"doc = frappe.get_doc(""Campaign"", filters={""status"": ""final_Open"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need job card for status 'new_unique_value' this year?","doc = frappe.get_doc(""Job Card"", filters={""status"": ""new_High"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Get vital signs where blood_pressure 'new_unique_value' from this year?,"doc = frappe.get_doc(""Vital Signs"", filters={""blood_pressure"": ""new_Retail"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Retrieve the leave application document where leave_type is 'sample_value'.,"doc = frappe.get_doc(""Leave Application"", filters={""leave_type"": ""sample_value""})
print(doc)"
Get lead where status 'unique_value' from this year?,"doc = frappe.get_doc(""Lead"", filters={""status"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Fetch lead where phone is 'unique_value'?,"doc = frappe.get_doc(""Lead"", filters={""phone"": ""North""})
print(doc)"
Retrieve the task document where priority is 'sample_value'.,"doc = frappe.get_doc(""Task"", filters={""priority"": ""sample_value""})
print(doc)"
sales invoice doc for invoice_date 'sample_value'?,"doc = frappe.get_doc(""Sales Invoice"", filters={""invoice_date"": ""sample_value""})
print(doc)"
Can u pull customer doc for territory 'unique_value'?,"doc = frappe.get_doc(""Customer"", filters={""territory"": ""Open""})
print(doc)"
Fetch milestone where status is 'latest_unique_value'?,"doc = frappe.get_doc(""Milestone"", filters={""status"": ""latest_North""})
print(doc)"
prescription doc 'DOC-7777'?,"doc = frappe.get_doc(""Prescription"", ""DOC-7777"", {""customer_group"": ""Retail"", ""territory"": ""North""})
print(doc, {""customer_group"": ""Retail"", ""territory"": ""North""})"
"Hey, need sales order for customer 'unique_value' this year?","doc = frappe.get_doc(""Sales Order"", filters={""customer"": ""12345"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
"Hey, need support ticket for subject 'test_value' this year?","doc = frappe.get_doc(""Support Ticket"", filters={""subject"": ""Active"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
Can u pull lead doc for lead_name 'unique_value'?,"doc = frappe.get_doc(""Lead"", filters={""lead_name"": ""High""})
print(doc)"
Can u pull service level agreement doc for resolution_time 'test_value'?,"doc = frappe.get_doc(""Service Level Agreement"", filters={""resolution_time"": ""Approved""})
print(doc)"
Fetch appointment where status is 'test_value'?,"doc = frappe.get_doc(""Appointment"", filters={""status"": ""Approved""})
print(doc)"
employee doc for department 'sample_value'?,"doc = frappe.get_doc(""Employee"", filters={""department"": ""sample_value""})
print(doc)"
Fetch quotation where valid_till is 'sample_value'?,"doc = frappe.get_doc(""Quotation"", filters={""valid_till"": ""sample_value""})
print(doc)"
Can you fetch the sales order record where order_date is 'test_value' and created this year?,"doc = frappe.get_doc(""Sales Order"", filters={""order_date"": ""Approved"", ""creation"": [""between"", [""2025-01-01"", ""2025-12-31""]]})
print(doc)"
