category,user_input,response,priority,is_active
greeting,hi from qatar,Hello! Welcome to changAI by ERPGulf.,110,1
support,كيف أرقّي النظام,Kindly post your issue in the Support tab on Changai / ERPGulf — our team will respond as soon as possible.,100,1
thanks,amazing experience,You're very welcome! ERPGulf is happy to help.,100,1
identity,هل أنت للشركات الخليجية,I'm changAI! ERPGulf built me to assist you with all your needs.,100,1
greeting,glad to be back,وعليكم السلام ورحمة الله وبركاته! أنا changAI من ERPGulf.,110,1
company,who runs erpgulf,ERPGulf builds and deploys world-class ERP platforms for enterprises.,100,1
support,أحتاج مساعدة تقنية,"For urgent issues, please use the Support tab on Changai / ERPGulf immediately — our team will prioritize it.",100,1
company,erpgulf manufacturing,ERPGulf تمكّن الشركات بأدوات ERP والأتمتة المتطورة.,100,1
company,استشارات erpgulf,"ERPGulf's products include ERP software, cloud platforms, and AI tools like changAI.",100,1
conversation,i will come back,All systems go! changAI is running perfectly. How about you?,98,1
goodbye,stay safe erpgulf,في أمان الله! changAI من ERPGulf دائمًا في خدمتك.,100,1
greeting,i'm back,"Hi! I'm changAI, your ERPGulf assistant. How can I help?",110,1
support,escalation needed,"For support queries, the best place is the Support tab on Changai / ERPGulf. Please post your issue there and we'll take care of it.",100,1
thanks,thanks for your reply,You're welcome! changAI and ERPGulf are glad to help.,100,1
identity,من طور changai,أنا changAI من ERPGulf — مساعدك الذكي الموثوق.,100,1
goodbye,see you around erpgulf,Glad we could chat! changAI from ERPGulf looks forward to your return.,100,1
time,happy wednesday,رمضان كريم! changAI من ERPGulf هنا لمساعدتك.,100,1
support,استرداد البيانات,Please go to the Support tab on Changai / ERPGulf and our team will assist you.,100,1
goodbye,have a great day erpgulf,Got it! changAI from ERPGulf is here if you need more help.,100,1
support,أريد الإبلاغ عن شيء,تواصل معنا عبر تبويب الدعم على Changai / ERPGulf.,100,1
greeting,good day changai,Hello! Welcome to changAI by ERPGulf.,110,1
conversation,مجتمع erpgulf,Good to know! changAI is here whenever you are ready.,98,1
thanks,كان مفيدًا جداً,ممتاز! changAI من ERPGulf هنا لك دائمًا.,100,1
thanks,erpgulf came through,Excellent! changAI from ERPGulf is happy to help.,100,1
conversation,هل يمكنك أن تضحكني,All systems go! changAI is running perfectly. How about you?,98,1
goodbye,يلا مع السلامة يا erpgulf,Good night! changAI from ERPGulf will be here when you wake up.,100,1
identity,هل تخدم الإمارات,I am changAI from ERPGulf — your dedicated business AI assistant.,100,1
support,أداء بطيء,Our support team is ready — please post your query in the Support tab on Changai / ERPGulf.,100,1
support,أحتاج مساعدة فورية,"For support queries, the best place is the Support tab on Changai / ERPGulf. Please post your issue there and we'll take care of it.",100,1
support,اقتراح ميزة,الرجاء رفع مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم التعامل معها على الفور.,100,1
support,لا تغيير,Please go to the Support tab on Changai / ERPGulf and our team will assist you.,100,1
greeting,انا جديد هنا,طاب صباحك! changAI جاهز لمساعدتك.,110,1
goodbye,thx bye,في أمان الله! changAI من ERPGulf دائمًا في خدمتك.,100,1
goodbye,chat tomorrow,Got it! changAI from ERPGulf is here if you need more help.,100,1
support,i want to report a problem,يرجى وصف مشكلتك في تبويب الدعم على Changai / ERPGulf وسنتعامل معها فوراً.,100,1
company,لماذا نحتاج نظام ERP,ERPGulf offers reliable cloud-based ERP systems for modern businesses.,100,1
support,speak to human,"For support issues, please post your query in the Support tab on Changai / ERPGulf and our team will get back to you.",100,1
thanks,full marks,Wonderful! changAI is happy everything is working.,100,1
support,مشكلة حرجة,Please use the Support tab on Changai / ERPGulf to report your issue — our team monitors it regularly and will respond soon.,100,1
company,erpgulf certifications,ERPGulf has a strong track record in ERP solutions. I am changAI.,100,1
greeting,hello how are you,يسعد مساك! changAI من ERPGulf جاهز لك.,110,1
support,send email,Use the Support tab on Changai / ERPGulf to submit your request and a team member will respond.,100,1
goodbye,have a blessed day,Farewell! changAI from ERPGulf will be here whenever you need us.,100,1
conversation,are you always this good,Thank you for the kind words! changAI from ERPGulf appreciates it.,98,1
goodbye,got to go changai,Bye for now! changAI is always online and ready.,100,1
support,escalate my ticket,وصلت! لمعالجة مشكلتك بشكل صحيح، يرجى نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
company,changai من erpgulf,ERPGulf تجمع بين خبرة ERP وابتكار السحابة لخدمة الشركات.,100,1
greeting,glad to be back,أهلًا وسهلًا! أنا changAI من ERPGulf.,110,1
support,بوابة الدعم,Head over to the Support tab on Changai / ERPGulf and submit your issue — we'll get back to you soon.,100,1
thanks,ما قصرت يا erpgulf,You're welcome! changAI is always here for you.,100,1
support,ticket update,يرجى نشر مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتواصل معك فريقنا.,100,1
greeting,مساء السعادة,Greetings! I am changAI from ERPGulf. Ready to help!,110,1
identity,are you a virtual assistant,"My name is changAI, built and powered by ERPGulf.",100,1
thanks,superb service,اللهم آمين! changAI من ERPGulf يسعد بمساعدتك.,100,1
goodbye,عطلتك سعيدة,في انتظارك! changAI من ERPGulf.,100,1
conversation,curious question,I'm always in top shape! changAI from ERPGulf is here.,98,1
greeting,hi again,أهلين! changAI من ERPGulf يرحب بك.,110,1
support,system update,"For the best help, drop your issue in the Support tab on Changai / ERPGulf and someone will follow up shortly.",100,1
identity,هل أنت موثوق,أنا changAI من ERPGulf. أساعدك في الاستفسارات.,100,1
greeting,hellooo changai,Hey! Great to see you. changAI is here to help.,110,1
goodbye,returning soon,Take care! changAI from ERPGulf will miss you.,100,1
identity,is this the official erpgulf chatbot,نعم! changAI من ERPGulf يقدر يساعدك.,100,1
thanks,هذه خدمة ممتازة,You are awesome too! changAI is always here.,100,1
support,طلب ميزة,أضف استفسارك في تبويب الدعم على Changai / ERPGulf وسيرد عليك الفريق قريبًا.,100,1
support,support desk,الرجاء رفع مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم التعامل معها على الفور.,100,1
support,activation issue,تواصل معنا عبر تبويب الدعم على Changai / ERPGulf.,100,1
conversation,هل أنت ممتع,I am doing great! changAI is ready to work. How are you?,98,1
support,عالق,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
goodbye,i need to go,Goodbye! changAI is always here — see you soon.,100,1
thanks,full marks,Thanks for the kind words! changAI is here to serve you.,100,1
support,سجلت للتو,"To make sure your issue gets resolved fast, please post it in the Support tab on Changai / ERPGulf.",100,1
support,مشكلة تقنية,"For urgent issues, please use the Support tab on Changai / ERPGulf immediately — our team will prioritize it.",100,1
greeting,good evening sir,Morning! changAI is energized and ready to help.,110,1
support,تقديم طلب دعم,تفضل بطرح مشكلتك في تبويب الدعم على Changai / ERPGulf وسيتم الرد عليك قريبًا.,100,1
greeting,can i ask something,Morning! changAI is energized and ready to help.,110,1
thanks,thank you for your response,حياك! changAI هنا دائمًا لمساعدتك.,100,1
support,downgrade plan,Our team is ready to help — head to the Support tab on Changai / ERPGulf to get started.,100,1
support,problem not resolved,تفضل بنشر تفاصيل استفسارك في تبويب الدعم على Changai / ERPGulf.,100,1
support,حالة تذكرتي,ممكن مساعدتك! فقط انشر مشكلتك في تبويب الدعم على Changai / ERPGulf.,100,1
goodbye,speak soon,Goodbye! changAI is always here — see you soon.,100,1
support,الإبلاغ عن مشكلة,للمشاكل العاجلة، يرجى استخدام تبويب الدعم على Changai / ERPGulf فوراً — سيعطيها فريقنا الأولوية.,100,1
conversation,تقييم erpgulf,Great! changAI is connected and ready. What do you need?,98,1
greeting,مساء السعادة,Hey! changAI is up and running. How may I assist you today?,110,1
thanks,based on your guidance it worked,رائع! changAI من ERPGulf سعيد بذلك.,100,1
support,slow performance,مشكلتك تهمنا — الرجاء نشرها في تبويب الدعم على Changai / ERPGulf.,100,1
goodbye,i need to go,في أمان الله! changAI من ERPGulf دائمًا في خدمتك.,100,1
support,ترقية الإصدار,Use the Support tab on Changai / ERPGulf to submit your request and a team member will respond.,100,1
thanks,erpgulf to the rescue,Thank you! That means a lot to changAI from ERPGulf.,100,1
greeting,كيفك changai,Hi! changAI here — powered by ERPGulf. How can I assist?,110,1
identity,هل صنعك erpgulf,"I am changAI, ERPGulf's dedicated AI assistant.",100,1
greeting,changai شغال,Hi! Great to hear from you. I am changAI from ERPGulf.,110,1
support,disaster recovery,We're here for you — please use the Support tab on Changai / ERPGulf to log your issue.,100,1
identity,how does changai work,"I'm an AI assistant named changAI, created by ERPGulf.",100,1
goodbye,انتهيت شكراً,Glad we could chat! changAI from ERPGulf looks forward to your return.,100,1
greeting,namaste changai,Hello! changAI is here and ready to assist you.,110,1
